employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
46343,8,18,Master's & above,1,2,1,31,5.0,3,1,0,83,0
54069,1,24,Bachelor's,1,0,2,27,3.0,2,0,0,62,0
47320,7,14,Master's & above,1,0,2,37,1.0,3,1,0,49,0
58568,4,2,Bachelor's,0,2,1,35,5.0,5,1,0,64,0
40325,8,14,Bachelor's,0,0,1,24,3.0,1,0,0,79,0
3200,4,18,Bachelor's,1,0,1,44,3.0,13,0,0,56,0
64546,2,12,Bachelor's,1,2,1,27,5.0,5,1,0,55,0
9724,8,0,Bachelor's,1,2,1,28,3.0,6,0,0,83,0
55426,8,11,Master's & above,0,0,1,34,3.0,7,0,0,75,0
33484,5,31,Bachelor's,0,0,1,47,5.0,3,1,0,68,0
6739,1,31,Bachelor's,0,2,1,31,5.0,6,1,0,60,0
47617,8,18,Bachelor's,1,2,2,30,4.0,5,0,0,79,0
38706,7,31,Master's & above,0,0,1,42,3.0,15,0,0,49,0
36703,7,25,Bachelor's,1,0,3,34,3.0,3,0,0,49,0
346,7,19,Bachelor's,1,0,1,39,5.0,10,0,0,51,0
58817,4,19,Master's & above,0,2,1,40,4.0,11,1,0,65,0
29520,4,11,Bachelor's,0,2,1,48,2.0,2,0,0,58,0
59316,8,29,Bachelor's,0,0,1,25,4.0,4,0,0,83,0
30741,7,4,Master's & above,1,0,2,49,1.0,4,0,0,53,0
3334,8,5,Bachelor's,0,0,1,37,4.0,8,0,0,81,0
5547,4,14,Bachelor's,1,0,2,35,5.0,7,1,0,64,1
45594,7,31,Master's & above,1,0,2,47,1.0,8,0,0,50,0
12944,4,14,Bachelor's,1,2,1,39,3.0,5,0,0,55,0
19358,7,11,Bachelor's,0,2,1,25,5.0,2,0,0,48,0
27849,5,2,Master's & above,1,0,1,42,4.0,7,0,0,75,0
44612,8,30,Bachelor's,0,2,1,28,3.0,1,1,0,79,1
47720,4,11,Bachelor's,0,0,1,26,3.0,5,0,0,57,0
31283,0,14,Master's & above,1,0,2,38,1.0,7,0,0,85,0
38464,3,14,Bachelor's,0,2,1,27,4.0,2,0,0,63,0
69592,2,19,Bachelor's,0,0,1,27,4.0,2,0,0,53,0
44327,2,11,Bachelor's,1,0,1,34,3.0,6,0,0,48,0
10798,8,18,Below Secondary,1,2,2,25,3.0,1,1,0,82,0
77390,1,19,Bachelor's,0,0,1,32,3.0,6,1,0,58,0
2305,8,31,Bachelor's,0,0,2,30,2.0,2,0,0,78,0
73328,0,11,Master's & above,1,0,1,38,3.0,9,1,0,83,0
7248,0,14,Bachelor's,1,0,2,27,3.0,3,0,0,87,0
61982,5,1,Bachelor's,1,2,2,29,3.0,7,0,0,71,0
70659,7,33,Bachelor's,1,2,1,35,4.0,8,0,0,50,0
66383,7,15,Bachelor's,1,2,1,35,4.0,7,1,0,43,1
28450,8,11,Bachelor's,0,0,2,45,5.0,4,1,0,81,0
21913,1,11,Bachelor's,1,2,2,32,3.0,6,1,0,61,0
55758,7,7,Bachelor's,1,2,1,21,3.0,1,0,0,52,0
9051,7,19,Bachelor's,1,0,2,29,3.0,1,0,0,50,0
12069,5,11,Bachelor's,1,2,1,38,2.0,11,0,0,69,0
16244,1,20,Bachelor's,0,0,1,25,3.0,1,1,0,62,0
64937,8,18,Bachelor's,0,0,1,27,5.0,3,1,0,85,1
5664,5,11,Bachelor's,1,0,1,37,5.0,8,1,0,71,0
13580,7,31,Bachelor's,1,0,1,41,1.0,13,0,0,44,0
37734,4,14,Master's & above,1,0,2,43,2.0,4,1,0,62,0
47466,1,24,Bachelor's,1,0,1,27,3.0,3,0,0,60,0
14575,7,14,Bachelor's,0,0,2,27,3.0,2,0,0,49,0
32368,4,11,Bachelor's,0,2,1,54,4.0,25,0,0,63,0
47611,0,24,Bachelor's,1,0,1,40,3.0,6,0,0,84,0
2362,4,29,Bachelor's,1,0,1,35,2.0,8,0,0,62,0
59901,4,11,Master's & above,0,2,1,39,2.0,7,0,0,69,1
48137,7,14,Master's & above,1,2,1,51,1.0,19,0,0,53,0
47238,3,14,Bachelor's,1,0,1,27,5.0,2,0,0,61,0
36849,8,15,Bachelor's,0,2,1,30,2.0,5,0,0,81,0
1391,1,11,Master's & above,1,0,2,43,5.0,5,1,0,62,0
48191,7,16,Bachelor's,1,2,2,34,3.0,7,0,0,49,0
6210,1,11,Bachelor's,1,2,2,31,3.0,7,0,0,57,0
41862,0,4,Master's & above,1,0,1,38,1.0,5,0,0,87,0
72981,2,25,Bachelor's,1,2,1,32,2.0,7,1,0,51,0
26428,7,2,Bachelor's,1,0,2,27,3.0,1,0,0,45,0
361,7,0,Bachelor's,1,0,1,29,4.0,5,0,0,50,0
51097,5,14,Bachelor's,0,0,1,28,1.0,6,0,0,68,0
42392,4,11,Bachelor's,1,0,2,33,4.0,2,1,0,73,1
18477,8,5,Bachelor's,0,0,3,39,5.0,2,0,0,91,1
71153,7,23,Master's & above,1,2,1,44,3.0,11,0,0,47,0
48572,7,11,Master's & above,0,0,1,33,4.0,4,0,0,52,0
51252,7,5,Master's & above,1,2,1,36,4.0,2,1,0,52,0
43690,7,11,Bachelor's,0,0,1,56,1.0,15,0,0,50,0
63605,7,6,Master's & above,1,0,1,38,5.0,10,0,0,49,0
28563,3,11,Bachelor's,1,2,1,43,1.0,6,0,0,57,0
75830,4,14,Bachelor's,1,0,1,29,4.0,2,1,0,65,0
12467,7,21,Bachelor's,1,2,1,28,1.0,2,0,0,44,0
33453,7,7,Bachelor's,1,0,1,50,3.0,9,0,0,51,0
43202,5,11,Master's & above,1,0,1,54,5.0,19,1,0,66,0
74769,5,28,Bachelor's,1,2,4,30,3.0,5,0,0,65,0
49913,7,11,Master's & above,0,0,1,37,5.0,2,0,0,49,0
19750,4,7,Bachelor's,0,2,1,28,3.0,1,0,0,61,0
21385,4,4,Master's & above,0,0,1,36,5.0,2,1,0,61,0
60601,7,32,Bachelor's,1,0,1,27,3.0,4,1,0,50,0
3661,5,11,Bachelor's,0,0,2,25,3.0,5,0,0,74,0
51141,0,21,Bachelor's,1,0,2,27,3.0,1,0,0,82,0
24486,7,19,Bachelor's,1,0,1,30,5.0,6,1,0,46,0
76342,4,11,Bachelor's,1,2,1,31,5.0,4,0,0,58,0
1156,2,24,Master's & above,0,2,1,34,5.0,7,1,0,50,0
73104,5,11,Bachelor's,0,2,4,34,3.0,9,0,0,74,0
57184,7,11,Bachelor's,1,0,1,37,3.0,8,1,0,49,0
3911,8,29,Bachelor's,0,2,1,31,3.0,4,1,0,79,0
25109,1,18,Bachelor's,1,0,1,28,4.0,3,1,0,62,0
927,3,14,Bachelor's,0,2,1,29,3.0,2,0,0,60,0
45873,4,28,Bachelor's,1,2,1,45,5.0,3,1,0,61,0
15905,4,31,Bachelor's,1,0,1,30,2.0,6,0,0,56,0
2594,7,14,Bachelor's,1,0,1,28,5.0,5,1,0,50,0
53470,7,6,Bachelor's,1,2,1,30,3.0,3,0,0,53,0
31955,0,20,Master's & above,1,0,1,41,5.0,3,1,0,89,0
49490,0,18,Bachelor's,1,0,1,28,5.0,5,0,0,91,1
18899,8,22,Bachelor's,1,0,1,26,4.0,2,1,0,82,0
50299,5,14,Bachelor's,1,0,3,28,3.0,1,0,0,70,0
66136,7,31,Bachelor's,1,0,1,29,4.0,6,0,0,54,0
62148,8,1,Bachelor's,1,0,1,27,2.0,2,0,0,77,0
22507,7,18,Bachelor's,1,0,2,37,2.0,6,0,0,49,0
15248,0,30,Bachelor's,1,2,2,35,5.0,2,0,0,85,0
47791,0,14,Bachelor's,1,2,2,29,3.0,1,1,0,84,1
54641,7,11,Bachelor's,1,2,3,31,1.0,7,0,0,50,0
28116,8,11,Bachelor's,0,2,1,28,3.0,1,0,0,81,0
53019,7,2,Master's & above,1,0,1,43,3.0,12,0,0,52,0
13435,4,14,Bachelor's,0,0,1,27,2.0,2,0,0,58,0
14690,5,11,Master's & above,1,2,1,30,3.0,4,0,0,69,0
60797,0,29,Bachelor's,1,0,2,31,4.0,2,1,0,80,0
24850,7,31,Bachelor's,1,0,1,42,3.0,15,0,0,51,0
56244,4,13,Master's & above,1,0,2,35,5.0,7,1,0,64,0
44994,4,14,Bachelor's,0,0,1,31,5.0,4,0,0,64,0
77139,7,11,Bachelor's,0,2,1,46,2.0,8,0,0,54,0
50089,8,14,Bachelor's,0,0,2,27,1.0,3,0,0,81,0
29593,5,5,Master's & above,1,0,1,33,3.0,5,1,0,67,0
3305,7,11,Bachelor's,1,1,1,34,2.0,4,1,0,51,0
77145,7,10,Bachelor's,1,0,1,27,1.0,4,0,0,50,0
46482,0,17,Master's & above,1,2,1,35,5.0,4,1,0,96,1
33545,4,19,Bachelor's,1,2,1,38,4.0,9,0,0,59,0
46651,8,24,Bachelor's,1,0,1,28,3.0,1,0,0,79,0
14632,7,15,Master's & above,1,0,1,40,3.0,9,1,0,49,0
40788,6,31,Master's & above,1,0,1,31,3.0,2,0,0,82,0
53321,7,0,Master's & above,1,0,1,32,3.0,7,1,0,50,0
74791,5,28,Master's & above,0,2,1,39,4.0,8,0,0,66,0
59663,4,29,Bachelor's,0,2,1,30,3.0,4,0,0,61,0
52517,0,24,Bachelor's,1,0,2,34,3.0,7,0,0,81,0
67786,8,23,Master's & above,1,0,1,43,3.0,5,0,0,75,0
22551,8,21,Master's & above,1,2,1,40,2.0,7,1,0,81,0
17068,4,11,Bachelor's,0,2,2,32,5.0,4,1,0,58,0
24446,7,11,Master's & above,1,0,1,40,5.0,5,0,0,49,0
37754,4,11,Bachelor's,0,2,1,37,4.0,7,0,0,55,0
21299,4,2,Bachelor's,0,0,1,29,3.0,1,0,0,62,0
5969,0,11,Bachelor's,1,0,1,31,3.0,7,0,0,83,1
28408,2,15,Master's & above,1,0,1,37,4.0,11,0,0,49,0
68542,7,11,Bachelor's,1,2,1,51,4.0,15,0,0,53,0
78041,5,11,Bachelor's,0,0,1,59,4.0,18,1,0,68,0
16919,0,20,Bachelor's,1,0,2,35,3.0,4,1,0,84,0
1374,1,4,Bachelor's,1,2,2,25,5.0,3,0,0,60,0
42571,7,31,Bachelor's,1,0,1,35,4.0,9,0,0,50,0
12775,4,31,Master's & above,1,2,1,36,5.0,9,0,0,66,0
8151,7,5,Bachelor's,1,0,3,28,3.0,1,1,0,50,1
31636,7,14,Bachelor's,1,2,1,28,4.0,5,1,0,48,0
47525,0,22,Bachelor's,1,0,1,36,5.0,5,1,0,83,0
27508,7,11,Bachelor's,1,2,3,43,1.0,3,0,0,54,0
18692,7,31,Master's & above,1,0,1,37,4.0,5,1,0,49,0
77149,5,4,Master's & above,1,0,1,32,3.0,5,1,0,71,1
56650,5,28,Bachelor's,0,2,1,30,3.0,1,1,0,68,0
4357,4,11,Bachelor's,1,2,3,25,5.0,2,1,0,61,0
3522,0,11,Bachelor's,0,0,1,31,3.0,5,0,0,85,1
2618,4,6,Bachelor's,0,2,1,41,4.0,3,1,0,62,0
75119,7,20,Master's & above,1,0,1,36,4.0,4,0,0,46,0
32435,7,11,Bachelor's,0,2,1,32,4.0,3,0,0,51,0
63773,5,8,Bachelor's,0,0,1,53,3.0,20,0,0,64,0
12886,7,20,Master's & above,1,2,1,45,4.0,9,1,0,49,0
17103,7,20,Bachelor's,1,2,2,34,3.0,9,0,0,49,0
10252,5,3,Master's & above,1,0,1,33,5.0,7,1,0,73,0
71819,7,11,Bachelor's,0,0,1,60,3.0,34,0,0,46,0
14070,4,13,Bachelor's,1,2,1,38,4.0,7,0,0,58,0
52661,4,6,Bachelor's,1,2,1,42,5.0,11,1,0,64,0
70827,5,6,Bachelor's,1,2,1,39,4.0,7,0,0,72,0
17863,4,5,Master's & above,1,2,1,45,3.0,5,1,0,63,0
10190,0,23,Bachelor's,1,2,1,30,4.0,7,1,0,82,0
186,8,32,Bachelor's,1,0,1,30,3.0,3,0,0,79,0
33421,1,20,Bachelor's,0,2,1,29,2.0,2,1,0,58,0
39440,2,17,Master's & above,0,2,1,36,5.0,2,0,0,63,1
70085,8,4,Master's & above,1,2,1,42,4.0,4,0,0,79,0
41230,8,11,Bachelor's,1,0,1,38,5.0,5,1,0,78,1
54010,8,12,Bachelor's,0,0,1,33,3.0,3,0,0,82,0
49467,7,13,Bachelor's,1,0,1,26,3.0,3,0,0,44,0
63870,4,14,Bachelor's,0,0,1,32,3.0,7,0,0,76,1
20830,8,31,Bachelor's,1,0,1,30,4.0,5,1,0,78,0
71404,0,20,Bachelor's,1,2,3,28,3.0,6,0,0,81,0
59819,4,14,Master's & above,1,0,1,34,5.0,8,1,0,64,1
70725,3,31,Master's & above,1,0,1,39,3.0,9,0,0,60,0
21392,5,8,Master's & above,0,0,1,43,2.0,5,0,0,69,0
8421,7,0,Bachelor's,1,0,1,27,4.0,2,1,0,56,1
32292,7,25,Bachelor's,1,0,1,37,5.0,4,1,0,52,0
8015,7,24,Bachelor's,1,2,1,36,1.0,8,0,0,48,0
18616,4,14,Bachelor's,1,2,2,34,3.0,4,0,0,61,0
7070,1,11,Bachelor's,1,0,2,28,3.0,3,0,0,58,0
2598,7,11,Bachelor's,0,0,1,60,1.0,13,0,0,53,0
72498,8,15,Bachelor's,1,0,3,28,3.0,1,0,0,80,0
21286,7,14,Bachelor's,1,2,4,26,3.0,1,0,0,48,0
35443,1,11,Master's & above,1,0,2,45,3.0,13,0,0,58,0
6590,4,11,Master's & above,1,0,2,46,4.0,15,1,0,57,0
17504,7,11,Bachelor's,0,2,1,24,3.0,1,0,0,54,0
17078,7,19,Bachelor's,1,0,1,44,3.0,17,0,0,51,0
4789,0,4,Master's & above,1,0,1,34,5.0,3,0,0,86,0
64460,8,14,Master's & above,1,0,1,40,4.0,4,0,0,76,0
72152,0,33,Master's & above,1,0,1,33,4.0,6,0,0,85,0
66036,2,31,Bachelor's,1,2,2,27,5.0,2,0,0,61,1
27959,7,20,Master's & above,1,2,1,38,3.0,6,0,0,53,0
24475,0,18,Bachelor's,1,0,1,26,3.0,2,1,0,81,0
43119,5,21,Bachelor's,1,0,1,36,3.0,8,0,0,68,0
56259,1,2,Bachelor's,1,0,2,38,3.0,4,0,0,62,0
77215,5,7,Below Secondary,0,2,2,23,3.0,1,0,0,69,0
461,5,11,Master's & above,0,2,1,34,3.0,7,0,0,70,0
16581,0,6,Master's & above,1,0,1,32,4.0,4,1,0,88,0
3179,4,28,Master's & above,0,2,1,45,5.0,6,1,0,59,0
42889,6,14,Bachelor's,1,0,2,29,3.0,1,0,1,85,0
36258,7,11,Bachelor's,1,0,2,29,3.0,6,0,0,48,0
50763,8,11,Bachelor's,0,0,1,45,2.0,3,0,0,79,0
1047,2,31,Bachelor's,1,0,1,45,5.0,18,1,0,48,0
51415,0,18,Bachelor's,1,0,1,37,5.0,4,1,0,89,0
16695,7,10,Master's & above,1,2,1,46,3.0,15,0,0,50,0
22212,5,32,Master's & above,0,0,1,32,5.0,6,1,0,66,1
10060,0,6,Bachelor's,1,0,2,37,4.0,7,1,0,89,0
22977,5,14,Bachelor's,1,2,2,28,5.0,2,1,0,69,0
10858,4,24,Bachelor's,1,0,1,33,4.0,4,0,0,63,0
31535,5,11,Bachelor's,0,0,1,42,3.0,16,0,0,73,0
59710,5,18,Bachelor's,0,0,2,35,4.0,8,1,0,70,0
60977,7,1,Master's & above,0,0,1,37,5.0,6,1,0,52,0
29866,0,20,Bachelor's,1,0,1,33,4.0,9,1,0,87,0
36003,7,24,Bachelor's,0,0,2,25,1.0,2,1,0,49,0
50556,7,15,Bachelor's,1,0,1,41,3.0,4,0,0,52,0
5150,0,11,Bachelor's,1,2,2,44,1.0,13,0,0,84,0
14916,4,4,Bachelor's,0,2,1,31,2.0,5,1,0,59,0
34233,4,15,Bachelor's,1,0,1,32,5.0,6,0,0,63,0
24082,5,24,Bachelor's,0,0,1,29,3.0,1,1,0,66,0
76626,5,24,Master's & above,1,0,1,34,3.0,4,0,0,63,0
11469,7,27,Bachelor's,1,0,1,28,3.0,1,0,0,49,0
24120,6,11,Master's & above,1,2,1,34,3.0,3,0,0,86,0
53098,5,31,Master's & above,0,0,1,32,1.0,5,0,0,73,0
19000,0,32,Bachelor's,1,2,1,26,3.0,1,0,0,83,0
54086,8,28,Master's & above,0,0,1,35,3.0,3,0,0,80,0
74373,7,11,Bachelor's,1,0,3,31,3.0,1,0,0,49,0
28026,4,25,Master's & above,0,0,1,32,5.0,4,0,0,60,0
49073,4,32,Bachelor's,1,0,1,28,4.0,1,0,0,57,0
10769,4,31,Bachelor's,1,2,2,51,3.0,11,1,0,62,0
21065,7,24,Master's & above,1,2,1,42,3.0,14,0,0,51,0
43539,8,11,Master's & above,0,0,2,44,1.0,6,0,0,76,0
5230,7,20,Master's & above,1,0,1,33,5.0,8,1,0,56,0
20638,7,19,Bachelor's,1,0,1,29,4.0,4,0,0,48,0
24670,4,6,Bachelor's,1,2,2,51,3.0,13,0,0,61,0
46762,7,28,Bachelor's,1,0,1,39,5.0,7,1,0,43,0
16579,0,6,Master's & above,1,2,1,39,1.0,8,0,0,88,0
46508,3,11,Below Secondary,1,0,1,24,3.0,2,1,0,59,0
65251,7,18,Bachelor's,1,0,1,29,4.0,4,0,0,46,0
8111,0,15,Master's & above,1,0,1,40,3.0,8,1,0,84,0
18236,8,23,Bachelor's,1,0,1,29,5.0,3,1,0,77,0
33752,0,14,Master's & above,1,0,1,36,5.0,11,1,0,87,0
35793,8,15,Bachelor's,1,2,3,32,3.0,6,1,0,77,0
57804,0,14,Bachelor's,1,0,1,26,4.0,2,1,0,86,0
24258,4,14,Bachelor's,0,2,1,27,5.0,2,0,0,63,0
9099,7,15,Bachelor's,1,0,1,29,3.0,4,0,0,49,0
55778,2,11,Master's & above,0,0,1,38,2.0,2,0,0,53,0
11412,4,14,Master's & above,1,0,1,42,3.0,4,0,0,60,0
16011,3,11,Bachelor's,0,2,1,36,4.0,4,0,0,62,0
70896,8,11,Master's & above,1,2,1,32,3.0,5,0,0,74,0
63445,4,22,Master's & above,0,0,1,36,1.0,4,0,0,59,0
34007,5,8,Master's & above,0,2,1,47,3.0,3,0,0,67,0
2845,5,8,Bachelor's,1,0,1,38,3.0,5,0,0,69,0
43511,5,14,Bachelor's,0,2,2,29,5.0,2,1,0,70,0
68787,0,16,Bachelor's,1,2,1,28,3.0,2,1,0,80,0
47494,4,18,Bachelor's,1,0,1,26,5.0,2,0,0,56,0
21529,2,12,Bachelor's,1,0,2,30,4.0,2,0,0,49,0
27422,1,23,Bachelor's,0,2,1,26,3.0,2,0,0,56,0
44164,7,7,Bachelor's,0,0,1,40,5.0,13,0,0,49,0
68483,5,24,Bachelor's,0,0,1,31,5.0,5,1,0,65,0
59464,5,29,Master's & above,1,2,1,31,3.0,5,0,0,73,0
67769,7,18,Bachelor's,1,2,2,34,3.0,2,0,0,50,0
17940,4,15,Master's & above,0,2,1,36,2.0,5,0,0,59,0
68872,5,11,Master's & above,0,2,1,44,1.0,7,0,0,69,0
57763,6,4,Master's & above,1,2,1,40,5.0,6,1,0,89,0
17995,4,11,Bachelor's,0,0,1,52,1.0,12,0,0,60,0
58729,7,14,Bachelor's,0,2,2,27,1.0,2,0,0,49,0
71586,4,25,Bachelor's,0,0,1,37,5.0,9,1,0,60,0
61795,8,6,Bachelor's,1,2,1,30,3.0,3,1,0,79,0
13604,5,11,Bachelor's,1,0,1,33,5.0,8,0,0,69,0
74209,5,4,Bachelor's,1,2,1,30,3.0,7,0,0,69,0
8963,5,10,Bachelor's,0,2,1,33,3.0,7,0,0,72,0
12209,4,6,Bachelor's,1,2,1,37,5.0,8,0,0,54,0
57807,4,24,Bachelor's,0,2,2,28,3.0,1,0,0,61,0
51031,0,6,Bachelor's,1,2,1,31,1.0,2,0,0,84,0
6843,1,32,Bachelor's,1,0,2,30,3.0,2,0,0,60,0
28178,7,21,Bachelor's,1,2,1,28,2.0,5,0,0,50,0
33023,8,18,Bachelor's,1,2,1,30,5.0,5,1,0,84,0
66365,4,11,Bachelor's,0,0,1,54,2.0,5,1,0,58,0
20191,1,2,Bachelor's,1,0,1,28,3.0,1,0,0,61,0
56859,1,2,Bachelor's,1,0,2,27,3.0,2,0,0,56,0
4331,5,1,Bachelor's,1,0,1,29,3.0,7,0,0,68,0
20367,4,6,Bachelor's,1,0,1,42,5.0,20,1,0,60,0
62277,0,21,Bachelor's,1,0,1,27,4.0,4,0,0,93,0
26251,7,32,Master's & above,1,2,1,42,5.0,11,0,0,50,0
14261,4,11,Bachelor's,0,2,1,40,3.0,5,1,0,61,0
78034,5,29,Bachelor's,0,2,2,31,3.0,6,0,0,73,0
8069,8,15,Bachelor's,1,0,1,34,5.0,7,1,0,78,0
47908,2,31,Bachelor's,1,2,1,34,5.0,7,1,0,50,0
41475,8,4,Bachelor's,1,2,1,29,4.0,2,0,0,79,0
29473,5,31,Master's & above,0,0,1,32,3.0,5,0,0,67,0
22885,5,27,Bachelor's,1,2,1,30,3.0,1,1,0,65,0
26494,0,11,Bachelor's,1,2,1,44,3.0,4,0,0,83,0
14005,4,22,Master's & above,1,0,1,37,3.0,7,0,0,60,0
20519,7,24,Bachelor's,1,2,1,48,1.0,4,0,0,49,0
58185,7,31,Bachelor's,1,0,1,49,1.0,5,0,0,48,0
47296,8,26,Bachelor's,1,0,1,31,3.0,4,1,0,78,0
49359,8,11,Master's & above,1,1,2,51,3.0,7,0,0,82,0
38140,8,11,Master's & above,1,2,1,45,4.0,5,1,0,83,0
27315,4,33,Bachelor's,1,0,1,27,3.0,1,0,0,63,0
31576,7,11,Bachelor's,1,0,2,54,3.0,17,0,0,51,0
9459,8,11,Bachelor's,1,2,1,29,5.0,4,0,0,85,1
37327,0,11,Master's & above,1,0,1,45,3.0,3,1,0,88,0
2595,8,6,Bachelor's,1,0,1,29,5.0,6,1,0,82,0
75192,7,11,Master's & above,1,2,1,54,4.0,11,0,0,50,0
69608,7,32,Bachelor's,1,2,1,33,3.0,2,0,0,45,0
60138,5,14,Bachelor's,0,2,1,28,2.0,7,0,0,86,1
50755,4,14,Bachelor's,0,0,1,25,3.0,1,0,0,63,0
12088,8,29,Bachelor's,1,0,1,47,3.0,19,0,0,75,0
19270,7,4,Master's & above,1,2,1,39,5.0,9,0,0,50,0
56136,8,3,Bachelor's,1,2,1,30,1.0,4,0,0,86,0
7738,7,11,Bachelor's,0,0,1,31,5.0,2,0,0,49,0
40846,4,18,Master's & above,1,0,1,55,4.0,9,0,0,58,0
31230,5,11,Bachelor's,0,0,1,53,3.0,13,0,0,65,0
61151,4,30,Bachelor's,0,0,1,29,4.0,4,1,0,65,0
45309,0,11,Bachelor's,0,0,2,35,5.0,4,1,0,85,0
75510,4,11,Bachelor's,0,2,1,43,3.0,15,0,0,58,0
305,4,6,Bachelor's,1,0,1,44,2.0,15,0,0,59,0
77319,4,6,Bachelor's,0,0,1,29,3.0,4,0,0,59,0
42818,7,14,Master's & above,0,0,3,35,5.0,7,0,0,51,0
4681,6,14,Bachelor's,1,2,2,30,2.0,2,0,0,88,0
76679,5,19,Master's & above,1,2,4,37,3.0,10,0,0,73,0
74187,0,32,Bachelor's,1,0,1,29,3.0,1,1,0,83,0
19446,7,30,Bachelor's,0,2,1,27,5.0,4,0,0,53,0
20458,4,12,Master's & above,1,0,1,38,4.0,4,0,0,62,0
45445,7,31,Bachelor's,1,2,1,34,3.0,4,1,0,51,0
30588,8,7,Master's & above,0,0,1,33,4.0,6,0,0,74,0
34606,4,11,Bachelor's,1,2,1,52,5.0,18,0,0,61,0
4453,7,10,Bachelor's,1,0,1,34,4.0,10,0,0,53,0
15405,7,31,Bachelor's,0,0,1,36,5.0,5,1,0,48,0
3119,7,7,Bachelor's,1,0,1,36,3.0,10,0,0,55,0
59853,7,33,Bachelor's,1,2,1,26,4.0,1,0,0,48,0
20785,6,17,Bachelor's,1,2,2,30,3.0,1,1,0,83,0
14764,8,19,Bachelor's,0,2,1,26,4.0,3,1,0,84,1
77806,4,7,Master's & above,1,0,1,36,3.0,3,0,0,57,0
16507,0,15,Bachelor's,1,2,1,30,3.0,1,0,0,84,0
33846,8,11,Bachelor's,1,1,2,40,3.0,5,1,0,82,0
17904,4,11,Bachelor's,1,2,2,60,3.0,30,0,0,62,0
15425,7,14,Bachelor's,1,0,1,28,4.0,2,1,0,52,0
17734,8,11,Bachelor's,1,0,2,31,2.0,7,0,0,79,0
69211,7,0,Bachelor's,1,0,1,30,1.0,7,0,0,50,0
530,5,11,Bachelor's,0,0,1,44,3.0,2,0,0,70,0
59294,5,11,Bachelor's,0,0,1,58,5.0,27,0,0,69,0
22387,7,10,Bachelor's,1,0,1,40,1.0,3,0,0,49,0
27585,8,24,Bachelor's,0,2,1,27,3.0,1,0,0,78,0
38004,7,11,Bachelor's,1,0,1,22,3.0,1,1,0,53,0
70351,7,20,Bachelor's,1,0,1,34,5.0,8,0,0,48,0
44248,8,31,Master's & above,1,2,1,47,3.0,18,1,0,79,0
27033,4,24,Master's & above,1,0,1,37,5.0,10,1,0,61,0
16435,4,4,Master's & above,1,2,1,42,5.0,12,1,0,59,0
45741,8,33,Bachelor's,1,0,1,34,3.0,7,0,0,81,0
19650,5,31,Master's & above,0,2,1,46,3.0,17,1,0,71,0
61167,1,23,Bachelor's,1,0,1,29,3.0,5,0,0,59,0
50373,8,18,Bachelor's,1,0,1,39,3.0,5,0,0,81,0
43513,1,24,Bachelor's,1,0,2,30,3.0,3,1,0,60,1
59181,4,28,Bachelor's,1,0,1,34,4.0,8,1,0,55,0
64199,0,18,Bachelor's,0,0,1,30,3.0,4,1,0,87,0
40717,4,6,Bachelor's,1,2,1,37,4.0,5,1,0,60,0
27823,0,14,Bachelor's,1,2,2,31,4.0,2,1,0,91,1
24375,1,18,Master's & above,1,0,1,33,3.0,7,0,0,62,0
29907,4,11,Master's & above,1,2,1,43,4.0,6,1,0,61,0
10937,5,31,Master's & above,0,0,1,52,5.0,19,0,0,83,1
34694,8,11,Bachelor's,1,0,1,31,4.0,6,1,0,79,0
65546,7,14,Bachelor's,1,2,1,28,4.0,2,1,0,53,0
1437,4,22,Master's & above,1,2,1,33,4.0,6,1,0,62,0
73324,7,26,Bachelor's,1,2,1,31,3.0,1,0,0,47,0
56814,7,31,Bachelor's,1,2,1,31,5.0,2,0,0,68,1
16375,0,30,Bachelor's,1,0,2,41,3.0,7,0,0,85,0
4773,4,11,Bachelor's,0,2,1,51,1.0,22,0,0,61,0
36056,7,16,Master's & above,1,0,1,39,3.0,14,0,0,49,0
36742,8,11,Bachelor's,0,2,1,32,5.0,6,1,0,77,0
22115,3,11,Master's & above,0,2,1,40,5.0,3,1,0,55,0
22308,8,11,Bachelor's,0,0,1,41,3.0,4,0,0,77,0
44364,7,30,Bachelor's,0,0,1,32,1.0,5,0,0,46,0
73122,7,18,Master's & above,1,2,1,36,5.0,9,1,0,52,0
47827,7,5,Bachelor's,1,0,1,28,1.0,4,0,0,47,0
436,7,25,Bachelor's,1,0,1,35,4.0,2,1,0,48,0
73377,7,31,Bachelor's,0,0,1,36,1.0,9,0,0,51,0
66702,4,24,Bachelor's,0,0,1,38,3.0,10,0,0,56,0
18705,5,11,Below Secondary,1,0,1,26,5.0,2,1,0,71,0
2983,4,17,Master's & above,1,0,1,34,5.0,2,1,0,60,0
59878,4,2,Master's & above,1,0,1,50,3.0,2,1,0,57,0
42622,7,12,Bachelor's,1,2,4,30,4.0,4,0,0,43,0
41397,5,11,Master's & above,0,0,1,41,5.0,6,1,0,67,0
76065,6,11,Master's & above,0,0,2,36,4.0,5,0,0,85,0
76539,7,31,Master's & above,1,0,2,58,1.0,25,0,0,51,0
60652,1,11,Master's & above,0,0,1,37,3.0,5,0,0,58,0
75489,8,17,Bachelor's,0,0,2,28,3.0,1,1,0,82,0
